ShipmentId,OrderId,CustomerId,OriginCity,DestinationCity,ShippingCompany,WeightKg,Status,ShipDate,DeliveryDate,TrackingCode,DeliveryAttempts,SLACompliance,CustomerSatisfaction,ProcessType
6252,81077,5108,Cartagena,Calli,Envío Facil,0.5,PENDIETE,2025-01-20,2025-01-18,EF-0696,3,NO,5,manual
6253,44646,3004,Cali,Barranquilla,Envio Facil,0.5,Entregadoo,2025-01-27,2025-02-10,EF-1270,4,No,4,Manual
6254,77623,4136,Cali,Medellin,Envío Facil,pesado,En transito…,2025-01-18,2025-01-18,EF-1422,5,,***,Automatizado
6255,54687,912,Medellín,Medellin?,Envío Facil,,Entregadoo,2025-01-11,2024-12-23,EF-1872,,No,4,Manual
6256,69312,7048,Barrankilla,Medellin,En Vio Facil,999,pendiente,2025-01-03,2025-02-09,EF-1718,4,,,Manual
6257,28564,9725,Medellín,Bogota,Envio Facil,pesado,Entransito,2025-01-30,2025-02-02,EF-1125,1,NO,0,Automatizado
6258,29835,8566,Caly,Cartajena,Envío Facíl,4.5,PENDIETE,2025-01-16,2025-01-14,EF-1696,5,Sí,4,Automatizado
6259,62587,3405,Calli,Medejin,Envío Facíl,-1,Entransito,2025-01-30,2025-01-11,EF-0159,3,No,0,Manual
6260,8697,5385,Kartagena,Kartagena,En Vio Facil,0.5,Entransito,2025-01-20,2025-01-31,EF-1221,5,,2,Manual
6261,81165,9808,Calli,Calli,En Vio Facil,0.5,PENDIETE,2025-01-14,2024-12-28,EF-0657,4,Sí,4,Automatizado
6262,74922,6706,Bogta,Calli,Envío Facil,-1,Entregado,2025-01-28,2025-02-02,EF-1028,3,Sí,0,
6263,18046,1972,Bogotaaa,Bogta,Envío Facíl,"7,8",Entregadoo,2025-01-31,2025-02-11,EF-0619,3,Sí,4,manual
6264,58823,1274,Medejin,Medejin,Envio Facil,4.5,Rtrasado,2025-02-05,2025-01-16,EF-0216,3,NO,excelente,
6265,74580,5647,Barrankilla,Medejin,Envío Facíl,999,Entregado,2024-12-26,2024-12-31,EF-1030,1,NO,4,manual
6266,54370,8983,Barrankilla,Bogta,En Vio Facil,0.5,PENDIETE,2025-01-06,2025-01-16,EF-1472,5,NO,***,
6267,10615,5464,Cartagena,Cali,En Vio Facil,999,Entregado,2025-02-05,2024-12-27,EF-1182,,NO,5,Manual
6268,6060,7522,Barrankila,Barrankilla,Envío Facil,,Entregadoo,2025-02-01,2025-02-15,EF-0887,4,No,1,Automatizado
6269,77436,6851,Caly,Cartajena,Envio Facil,-1,PENDIETE,2025-02-08,2025-01-28,EF-0843,1,,2,manual
6270,61519,2610,Cartagena,Bogta,En Vio Facil,,Entransito,2025-01-06,2025-02-09,EF-0603,3,No,2,
6271,72117,9239,Medellin,Barrankilla,Envio Facil,-1,Entransito,2025-02-08,2025-01-10,EF-1289,,Sí,,Automatizado
6272,62158,6641,Caly,Calli,Envío Facíl,999,Entregadoo,2025-02-07,2025-02-15,EF-0408,4,,excelente,manual
6273,35782,8885,Medellin,Cali,Envío Facil,,Entregado,2024-12-31,2025-02-09,EF-1812,2,,excelente,Manual
6274,86709,8937,Cali,Barrankilla,Envío Facíl,-1,pendiente,2025-01-08,2025-01-06,EF-0013,4,Sí,5,
6275,79533,9932,Kartagena,Bogota,En Vio Facil,999,En transito…,2025-01-28,2025-01-20,EF-0823,2,Si,0,manual
6276,59255,9275,Barrankila,Cartagena,En Vio Facil,999,Rtrasado,2025-01-07,2025-01-03,EF-0604,2,,1,Automatizado
6277,73684,4156,Medejin,Medellin?,Envio Facil,pesado,Rtrasado,2025-01-31,2024-12-22,EF-1519,,No,5,
6278,57918,6753,Medejin,Cartajena,En Vio Facil,0.5,En transito…,2025-01-30,2025-01-15,EF-1759,3,,,
6279,85284,7069,Medejin,Cartagena,Envio Facil,pesado,En transito…,2025-01-21,2025-01-11,EF-1632,2,Sí,1,manual
6280,80558,7731,Cali,Cartagena,Envio Fasil,999,pendiente,2025-01-16,2025-01-17,EF-1763,1,Sí,2,Automatizado
6281,86549,3294,Barranquilla,Medellin,En Vio Facil,0.5,pendiente,2025-01-16,2024-12-26,EF-0357,3,No,3,
6282,82422,2565,Cartagena,Caly,Envío Facíl,"7,8",pendiente,2025-01-30,2025-01-08,EF-1299,,Sí,5,Manual
6283,26256,6868,Medeyin,Medellin?,Envío Facíl,pesado,Entregadoo,2025-01-02,2025-02-14,EF-0303,2,,excelente,Manual
6284,31005,5200,Cartagena,Bogotá,Envio Facil,0.5,PENDIETE,2025-01-08,2025-01-10,EF-0252,5,NO,0,Manual
6285,7638,8120,Cali,Cartagena,Envio Fasil,"7,8",pendiente,2025-01-24,2025-01-31,EF-0583,,No,4,
6286,38419,3547,Bogta,Calli,En Vio Facil,999,Entregadoo,2025-01-25,2025-01-09,EF-0835,,Sí,0,Automatizado
6287,34377,3875,Barrankilla,Caly,Envío Facil,0.5,Entransito,2025-01-01,2025-02-02,EF-0808,1,Si,***,Automatizado
6288,44116,1152,Barranquilla,Calli,Envío Facil,4.5,Entregado,2025-01-20,2025-01-20,EF-0094,5,Si,0,manual
6289,37634,3500,Bogotaaa,Medejin,Envío Facíl,-1,Entregado,2025-02-04,2024-12-29,EF-1594,4,NO,***,Automatizado
6290,83291,3379,Bogotaaa,Cartajena,En Vio Facil,pesado,pendiente,2025-02-09,2025-02-08,EF-0031,1,,3,manual
6291,24382,3447,Medellin?,Medellin,Envío Facil,,Entregado,2025-01-01,2025-01-21,EF-0301,,NO,3,manual
6292,57063,4615,Calli,Caly,Envio Facil,"7,8",pendiente,2025-02-05,2025-01-29,EF-1520,5,,,manual
6293,23394,3557,Medejin,Cali,En Vio Facil,"7,8",Entregado,2024-12-25,2025-02-10,EF-1128,5,Si,6,
6294,68789,6672,Barrankilla,Barrankila,Envío Facíl,999,Entregado,2025-01-26,2025-01-16,EF-0310,,Sí,6,Manual
6295,1864,6196,Medejin,Medellin,Envio Fasil,999,PENDIETE,2024-12-31,2024-12-22,EF-0329,3,NO,,
6296,41222,5048,Barrankilla,Kartagena,Envio Facil,,En transito…,2025-01-24,2024-12-21,EF-1122,4,Sí,4,Manual
6297,14666,5675,Medellín,Bogotaaa,Envio Facil,"7,8",PENDIETE,2025-01-21,2024-12-28,EF-1494,1,Si,excelente,
6298,21955,1237,Cartajena,Caly,En Vio Facil,,Entregado,2025-01-22,2024-12-30,EF-0411,1,,3,manual
6299,82845,8462,Caly,Cartajena,Envio Fasil,,PENDIETE,2025-02-09,2025-01-30,EF-0052,,Sí,5,Automatizado
6300,70590,7208,Barrankilla,Medejin,Envio Facil,0.5,pendiente,2025-01-18,2025-02-06,EF-0567,,Si,4,Automatizado
6301,67471,6131,Barrankila,Kartagena,Envio Fasil,pesado,Rtrasado,2025-02-02,2025-02-06,EF-1051,1,No,,Automatizado
6302,89314,5842,Cartajena,Medejin,Envío Facíl,4.5,pendiente,2025-01-27,2025-01-22,EF-0865,2,NO,1,manual
6303,44298,305,Caly,Barranquilla,Envio Facil,"7,8",PENDIETE,2025-01-22,2025-02-09,EF-0116,1,,5,manual
6304,64108,969,Cali,Bogta,Envío Facil,0.5,Entregadoo,2025-01-22,2025-02-22,EF-1389,2,,6,manual
6305,49924,3140,Caly,Bogta,Envío Facíl,4.5,En transito…,2025-01-07,2025-01-12,EF-0685,3,No,5,Automatizado
6306,17709,8099,Medejin,Medellín,Envío Facíl,4.5,Entregado,2025-01-24,2025-02-10,EF-0427,2,NO,,Manual
6307,10726,6814,Medellin?,Cartajena,Envio Facil,"7,8",PENDIETE,2025-01-25,2025-02-01,EF-0554,4,Sí,1,
6308,61824,6005,Bogota,Medellín,Envío Facil,"7,8",Entransito,2025-01-29,2024-12-30,EF-1780,,Si,0,Automatizado
6309,41542,4555,Barranquilla,Bogotá,Envio Fasil,0.5,Entransito,2025-01-11,2024-12-21,EF-0774,2,Si,2,manual
6310,21245,1133,Cartagena,Medellín,Envío Facil,"7,8",En transito…,2025-01-22,2025-01-05,EF-0304,,Sí,1,Manual
6311,35753,8966,Cartajena,Bogotá,Envío Facíl,4.5,En transito…,2025-01-24,2025-01-08,EF-1466,4,Sí,excelente,
6312,80788,5860,Caly,Medellín,Envio Facil,"7,8",PENDIETE,2025-01-24,2024-12-25,EF-1563,4,NO,4,Automatizado
6313,22316,6106,Medellin,Barrankilla,Envío Facil,-1,PENDIETE,2024-12-29,2025-02-13,EF-1184,4,No,4,Automatizado
6314,85698,6250,Barranquilla,Barrankila,Envío Facil,-1,Entransito,2025-01-06,2025-02-20,EF-1702,4,Si,4,Automatizado
6315,16960,8461,Medejin,Cartagena,Envío Facíl,0.5,En transito…,2025-01-25,2024-12-25,EF-0342,1,No,excelente,
6316,31791,4674,Medellin?,Medejin,Envio Fasil,0.5,pendiente,2025-01-13,2024-12-27,EF-1524,,NO,excelente,
6317,26216,9694,Bogta,Cartagena,Envío Facil,0.5,En transito…,2025-01-12,2025-01-22,EF-0693,4,Sí,excelente,manual
6318,33467,454,Bogotaaa,Medellín,Envío Facil,"7,8",Entregado,2025-01-21,2024-12-26,EF-1997,5,Si,2,
6319,65427,7287,Caly,Calli,En Vio Facil,pesado,Rtrasado,2025-01-19,2024-12-26,EF-1632,3,No,4,
6320,63047,4987,Barranquilla,Bogotaaa,Envío Facíl,0.5,Entransito,2025-01-28,2025-02-09,EF-1307,5,,excelente,manual
6321,74290,8062,Bogotá,Cartajena,En Vio Facil,pesado,Entransito,2025-01-09,2025-01-01,EF-1772,1,Si,4,
6322,48014,9225,Bogotaaa,Barranquilla,Envío Facíl,,Entransito,2025-02-04,2024-12-24,EF-0296,4,,6,
6323,5078,6556,Barranquilla,Kartagena,Envío Facíl,0.5,En transito…,2025-01-26,2024-12-21,EF-0094,2,,6,
6324,79389,3942,Medejin,Caly,En Vio Facil,pesado,En transito…,2025-02-08,2025-02-10,EF-1187,,,3,
6325,51519,2235,Medejin,Cartajena,Envio Fasil,999,PENDIETE,2024-12-30,2025-02-11,EF-1485,1,,1,manual
6326,5042,2167,Cartagena,Cali,Envio Fasil,pesado,En transito…,2025-01-25,2025-01-03,EF-0630,3,Si,4,Manual
6327,50052,8491,Calli,Medellín,Envío Facíl,4.5,Entregadoo,2024-12-22,2025-01-10,EF-0958,2,,3,Automatizado
6328,15389,2052,Cartajena,Caly,En Vio Facil,999,Entransito,2025-01-23,2025-01-20,EF-1409,2,Si,1,Automatizado
6329,96961,3383,Bogotaaa,Caly,Envío Facil,pesado,Entregado,2025-01-07,2025-01-30,EF-1258,4,Sí,4,Automatizado
6330,69111,6818,Bogota,Barranquilla,Envío Facíl,4.5,En transito…,2025-01-16,2025-02-15,EF-0155,3,No,2,
6331,94715,8503,Bogota,Bogota,Envío Facíl,-1,En transito…,2025-01-03,2024-12-27,EF-0278,,No,4,manual
6332,51733,382,Barrankilla,Medellín,Envio Facil,-1,Rtrasado,2024-12-26,2025-02-19,EF-0505,,No,5,Automatizado
6333,35754,6940,Bogotaaa,Cartagena,Envio Fasil,-1,Entransito,2025-01-09,2025-01-04,EF-1917,3,Sí,,Manual
6334,19624,364,Calli,Cartagena,En Vio Facil,pesado,Entregadoo,2025-02-01,2024-12-29,EF-0623,2,No,4,
6335,86886,7158,Cartajena,Cartagena,Envío Facil,pesado,Entransito,2024-12-30,2025-02-18,EF-1968,3,Sí,6,Manual
6336,27681,2337,Cartagena,Cartagena,Envío Facil,,En transito…,2024-12-27,2025-02-14,EF-1816,5,NO,***,Manual
6337,90524,654,Kartagena,Barrankilla,Envío Facíl,pesado,Rtrasado,2025-01-11,2025-01-04,EF-1781,4,Si,1,Automatizado
6338,82006,2485,Bogotá,Calli,Envío Facil,"7,8",Rtrasado,2025-02-08,2024-12-27,EF-0151,4,NO,0,Manual
6339,25704,8046,Bogotaaa,Calli,Envío Facil,"7,8",Entransito,2025-01-12,2025-01-13,EF-0181,5,Sí,5,Automatizado
6340,95913,5022,Bogta,Bogotá,Envío Facíl,-1,En transito…,2025-01-29,2025-02-15,EF-1315,5,,***,
6341,95108,741,Barrankila,Medellín,Envio Fasil,999,Entregado,2025-02-07,2025-02-22,EF-1865,3,Sí,2,Manual
6342,8493,6233,Bogotá,Medeyin,Envio Facil,999,pendiente,2024-12-26,2025-01-14,EF-1947,2,Si,5,
6343,70639,2865,Medeyin,Medeyin,Envio Fasil,"7,8",Entregadoo,2025-01-12,2025-01-23,EF-1543,3,NO,excelente,Automatizado
6344,55383,7349,Cali,Barrankilla,Envio Fasil,,Entransito,2025-02-09,2025-02-12,EF-1432,5,Sí,6,Manual
6345,3994,5998,Medellin,Cali,Envio Facil,pesado,PENDIETE,2024-12-28,2025-01-23,EF-0208,4,Si,0,Manual
6346,70280,5985,Barrankilla,Cartagena,Envío Facíl,,Rtrasado,2025-01-16,2025-01-17,EF-0128,4,,***,Manual
6347,48234,4814,Cali,Cartajena,Envio Fasil,999,Entregadoo,2025-01-15,2024-12-21,EF-0023,4,NO,4,Automatizado
6348,48291,4492,Cartagena,Bogota,En Vio Facil,pesado,Entregado,2024-12-26,2025-01-26,EF-1031,3,NO,1,Manual
6349,93868,6389,Medellin?,Bogotá,En Vio Facil,4.5,Entregadoo,2025-01-22,2025-01-19,EF-0488,,No,0,
6350,6594,6873,Medejin,Bogotaaa,Envio Facil,,PENDIETE,2024-12-29,2025-01-14,EF-0312,5,NO,***,manual
6351,8371,1888,Bogotá,Bogotá,En Vio Facil,-1,PENDIETE,2024-12-30,2025-02-18,EF-0662,2,No,1,Manual
6352,48315,5295,Cartajena,Bogotaaa,Envío Facíl,999,Entregado,2025-01-18,2024-12-22,EF-0605,,NO,5,
6353,84564,7783,Medejin,Medellin?,Envío Facil,"7,8",Entregadoo,2025-01-10,2025-01-17,EF-0404,3,NO,4,
6354,80526,8024,Medellin,Bogotaaa,Envío Facíl,"7,8",Entransito,2024-12-25,2025-02-06,EF-0774,,Sí,excelente,Manual
6355,17626,1837,Kartagena,Cartajena,Envio Facil,"7,8",pendiente,2024-12-24,2025-01-17,EF-1567,4,,1,Manual
6356,87005,6166,Cartagena,Medellin,Envío Facil,999,pendiente,2025-02-03,2025-01-13,EF-1499,,,1,Manual
6357,8130,4870,Medellin,Calli,En Vio Facil,pesado,Entransito,2025-01-31,2025-01-07,EF-1641,5,NO,6,Manual
6358,7828,5403,Kartagena,Barranquilla,Envio Fasil,pesado,Rtrasado,2025-02-01,2025-01-09,EF-1509,2,NO,1,Manual
6359,58514,5334,Bogotaaa,Bogta,En Vio Facil,,Entransito,2025-01-01,2024-12-28,EF-0457,1,No,2,Automatizado
6360,53664,2090,Bogota,Calli,Envío Facíl,-1,En transito…,2025-02-07,2025-02-14,EF-0958,3,,***,Automatizado
6361,18883,3405,Medellin?,Calli,Envío Facíl,0.5,Rtrasado,2025-01-19,2025-02-19,EF-0345,1,Sí,***,manual
6362,44059,8869,Bogota,Bogotá,Envio Facil,999,Entregadoo,2025-02-02,2025-01-28,EF-0640,5,,6,
6363,85078,2566,Bogotaaa,Barrankila,Envio Fasil,pesado,Entransito,2025-01-12,2025-01-07,EF-1912,1,Si,1,
6364,43932,7759,Bogotá,Medejin,Envio Fasil,999,En transito…,2024-12-29,2025-02-17,EF-0042,4,,5,
6365,62269,2726,Barranquilla,Bogotá,Envío Facil,0.5,Rtrasado,2025-02-05,2025-01-07,EF-0614,3,Sí,3,manual
6366,76986,8007,Barrankilla,Medejin,Envío Facil,0.5,PENDIETE,2025-01-24,2025-01-31,EF-0225,2,,excelente,Automatizado
6367,86959,566,Kartagena,Barrankila,Envío Facíl,pesado,Entregado,2025-01-21,2025-02-11,EF-1549,4,Sí,,manual
6368,3035,6721,Calli,Cartagena,Envio Facil,,Rtrasado,2024-12-25,2025-01-22,EF-0613,5,No,2,Manual
6369,41745,6806,Bogta,Barranquilla,Envío Facíl,-1,Entransito,2025-01-05,2025-01-10,EF-0923,3,NO,1,Automatizado
6370,18241,212,Medellín,Kartagena,Envio Fasil,999,pendiente,2025-01-08,2025-02-18,EF-0851,5,No,excelente,Manual
6371,53975,8927,Cali,Barrankilla,Envio Fasil,0.5,Entransito,2025-01-01,2025-01-03,EF-0592,5,NO,5,manual
6372,24154,3439,Calli,Barrankilla,Envío Facíl,,PENDIETE,2025-01-17,2025-01-22,EF-0047,5,No,3,
6373,26625,2517,Cali,Bogota,Envio Fasil,,En transito…,2025-01-09,2024-12-24,EF-1465,3,No,***,Manual
6374,45950,4242,Medejin,Bogota,Envío Facil,-1,pendiente,2025-02-09,2025-02-01,EF-1870,4,NO,,manual
6375,99602,7685,Medellin,Bogta,Envio Fasil,pesado,Rtrasado,2024-12-30,2024-12-22,EF-1774,,Sí,6,Automatizado
6376,57396,575,Bogotá,Barrankila,Envío Facil,-1,Entransito,2025-01-15,2025-01-29,EF-0772,5,Si,,Manual
6377,14331,456,Barrankila,Medellin,En Vio Facil,999,Rtrasado,2025-01-12,2025-02-08,EF-1639,2,NO,,Automatizado
6378,64927,649,Cartagena,Medellin,Envio Facil,0.5,En transito…,2025-01-13,2025-02-21,EF-0406,4,Sí,1,manual
6379,87226,9285,Bogotaaa,Bogotaaa,Envio Facil,,PENDIETE,2025-01-27,2025-02-07,EF-1903,5,Sí,,Manual
6380,85719,3412,Cartagena,Barrankilla,Envio Fasil,0.5,pendiente,2024-12-31,2025-02-22,EF-1590,3,Sí,1,manual
6381,64014,9576,Caly,Medellín,Envio Facil,999,Entregado,2025-01-07,2025-02-08,EF-1765,5,,3,Manual
6382,40346,6375,Barrankilla,Barrankila,En Vio Facil,999,Entregado,2025-01-03,2024-12-30,EF-1153,5,NO,0,Manual
6383,71411,6143,Caly,Calli,Envio Fasil,,En transito…,2024-12-25,2025-01-12,EF-1203,1,NO,3,manual
6384,55478,8226,Cartagena,Barrankilla,Envío Facil,pesado,PENDIETE,2025-01-22,2025-01-26,EF-0469,1,No,***,Automatizado
6385,13254,7646,Cartagena,Medellin?,En Vio Facil,999,Entransito,2025-01-18,2024-12-30,EF-0114,4,NO,4,
6386,56734,1508,Caly,Cali,En Vio Facil,,Rtrasado,2025-01-20,2025-01-14,EF-0575,1,Sí,3,Manual
6387,29621,9308,Bogotá,Medellín,Envio Facil,pesado,Entransito,2025-02-05,2025-01-22,EF-1822,3,Si,6,Automatizado
6388,77441,8539,Barrankilla,Cali,Envío Facil,pesado,PENDIETE,2025-01-30,2025-01-06,EF-1627,1,Si,4,Automatizado
6389,47121,4216,Calli,Barrankilla,Envío Facíl,0.5,pendiente,2025-01-11,2025-01-13,EF-1518,3,No,2,Automatizado
6390,82418,4140,Medeyin,Medellin,En Vio Facil,0.5,Entregado,2025-01-05,2025-02-07,EF-1186,5,NO,0,Automatizado
6391,61197,6913,Medellín,Bogota,Envio Facil,-1,Rtrasado,2024-12-24,2025-01-19,EF-0029,4,Si,6,Manual
6392,85577,4271,Caly,Medejin,En Vio Facil,0.5,pendiente,2025-01-07,2025-02-23,EF-1604,1,NO,excelente,
6393,95634,8307,Kartagena,Kartagena,Envío Facil,4.5,Entregado,2025-01-05,2025-01-17,EF-0711,1,No,6,
6394,43431,6112,Medeyin,Cartagena,Envío Facil,0.5,Entregado,2025-01-23,2025-01-02,EF-0825,4,NO,***,Automatizado
6395,5837,642,Medellin?,Bogotaaa,Envio Fasil,0.5,Entregadoo,2024-12-26,2025-02-15,EF-0460,3,No,excelente,Manual
6396,91025,3144,Caly,Medejin,Envío Facíl,-1,Rtrasado,2024-12-29,2025-02-18,EF-0289,,,,
6397,84163,4136,Cali,Bogotaaa,Envío Facíl,,PENDIETE,2024-12-30,2024-12-30,EF-0366,3,Si,3,Automatizado
6398,72232,598,Medeyin,Barranquilla,Envio Facil,-1,Entregadoo,2025-01-16,2025-02-23,EF-1496,1,No,1,Automatizado
6399,49994,9543,Caly,Medellín,Envío Facíl,4.5,Entregado,2024-12-23,2024-12-27,EF-1126,,No,2,manual
6400,80079,3195,Bogota,Bogota,Envío Facil,4.5,Rtrasado,2025-01-27,2025-02-18,EF-0705,3,No,3,manual
6401,13615,6529,Bogotá,Medeyin,Envío Facíl,999,En transito…,2025-01-26,2025-02-21,EF-0119,3,No,***,manual
6402,2466,2416,Bogota,Bogotaaa,Envio Facil,,En transito…,2025-01-02,2025-01-15,EF-1442,1,No,,Manual
6403,31771,1907,Cartagena,Barrankilla,En Vio Facil,0.5,Rtrasado,2025-01-09,2025-01-27,EF-0465,1,No,0,Automatizado
6404,84886,5966,Cartagena,Medeyin,Envío Facíl,-1,Entregadoo,2025-01-17,2025-02-12,EF-0104,1,NO,6,
6405,66911,5877,Cartajena,Bogta,Envío Facíl,999,pendiente,2025-01-14,2025-02-03,EF-0050,2,Sí,***,
6406,99566,2768,Cartajena,Barrankila,Envío Facil,"7,8",pendiente,2024-12-23,2025-02-16,EF-1721,1,No,4,manual
6407,21746,7838,Barranquilla,Medellin,Envío Facil,pesado,En transito…,2025-01-06,2025-01-30,EF-0854,,Sí,excelente,Automatizado
6408,89422,360,Caly,Bogota,En Vio Facil,4.5,PENDIETE,2024-12-23,2025-02-03,EF-0817,2,,0,Manual
6409,61739,8267,Medeyin,Calli,Envio Fasil,999,Rtrasado,2025-01-11,2025-01-23,EF-1968,5,,4,Manual
6410,99187,4104,Medellin,Medellin,Envío Facíl,,Entransito,2024-12-31,2025-02-16,EF-0475,3,Si,excelente,Manual
6411,74369,3773,Medeyin,Kartagena,Envío Facil,999,Entregadoo,2025-02-01,2024-12-30,EF-0719,2,No,,
6412,2893,2025,Barranquilla,Kartagena,Envio Fasil,"7,8",Entregado,2025-01-07,2025-01-06,EF-1615,5,Si,***,manual
6413,31573,5782,Cartagena,Medellin,Envío Facíl,pesado,pendiente,2025-01-02,2025-02-19,EF-1208,,Si,***,Manual
6414,97907,1376,Cali,Medeyin,Envío Facíl,"7,8",Entregadoo,2024-12-28,2024-12-31,EF-0855,3,Si,6,manual
6415,41874,5118,Cartagena,Medellin?,Envio Fasil,0.5,PENDIETE,2024-12-30,2025-01-06,EF-1164,3,Si,2,
6416,78362,5080,Barrankilla,Barranquilla,Envío Facil,,PENDIETE,2025-02-05,2025-01-04,EF-1755,3,NO,3,Automatizado
6417,88460,3420,Bogotá,Calli,En Vio Facil,pesado,Entransito,2025-02-09,2024-12-24,EF-0113,,No,3,Manual
6418,34367,8020,Calli,Bogota,Envío Facíl,pesado,Rtrasado,2024-12-31,2025-02-11,EF-1592,4,NO,2,manual
6419,22199,330,Calli,Kartagena,Envio Facil,0.5,PENDIETE,2025-01-06,2025-02-05,EF-0754,4,Si,1,
6420,92404,6859,Barrankilla,Medellin?,Envio Facil,0.5,PENDIETE,2024-12-22,2025-02-04,EF-0232,2,No,1,
6421,75328,3762,Barrankila,Bogta,Envio Facil,0.5,Entransito,2024-12-30,2025-01-18,EF-0137,2,,3,manual
6422,58724,1699,Medellín,Cartagena,En Vio Facil,,Entransito,2025-01-03,2025-01-20,EF-0623,3,NO,,manual
6423,87133,7630,Barrankila,Barranquilla,Envío Facíl,4.5,pendiente,2025-02-07,2025-02-06,EF-0877,5,,2,manual
6424,37405,7905,Medejin,Caly,Envío Facil,"7,8",pendiente,2025-01-06,2025-02-14,EF-0925,2,No,excelente,
6425,99232,7826,Bogotaaa,Calli,Envío Facil,,PENDIETE,2025-01-24,2025-02-23,EF-1189,1,Si,0,Automatizado
6426,16989,6879,Cartajena,Bogotá,En Vio Facil,,En transito…,2025-01-31,2024-12-23,EF-1429,,No,,Manual
6427,29931,2988,Barrankilla,Medejin,Envío Facíl,"7,8",Entransito,2025-01-20,2024-12-24,EF-0119,1,Si,excelente,manual
6428,10290,5076,Cartajena,Barranquilla,Envio Fasil,999,En transito…,2025-01-03,2025-01-08,EF-1537,2,,***,
6429,39367,3908,Bogotaaa,Barrankilla,Envio Fasil,pesado,Rtrasado,2024-12-29,2025-01-30,EF-1525,5,No,5,Manual
6430,80878,1969,Bogotá,Barrankila,Envío Facíl,999,pendiente,2025-01-01,2025-01-11,EF-0332,1,No,3,
6431,91477,9710,Medellin?,Kartagena,Envío Facíl,"7,8",pendiente,2025-02-08,2025-01-14,EF-1601,3,No,6,
6432,80481,6931,Calli,Barrankila,Envío Facil,0.5,Entransito,2025-01-21,2024-12-24,EF-0667,3,NO,6,manual
6433,77298,3244,Bogota,Cali,En Vio Facil,pesado,En transito…,2025-02-02,2025-02-11,EF-1304,4,Sí,3,manual
6434,31133,575,Barrankila,Bogota,En Vio Facil,999,PENDIETE,2025-01-01,2025-02-09,EF-1368,4,NO,0,manual
6435,28052,6547,Caly,Caly,Envío Facil,,Rtrasado,2025-02-07,2024-12-25,EF-0177,4,,1,manual
6436,86489,3236,Cartajena,Medeyin,Envio Facil,"7,8",En transito…,2024-12-28,2025-02-08,EF-0546,,Si,0,manual
6437,41475,9052,Medellin,Medellin,Envio Fasil,,En transito…,2024-12-22,2025-02-08,EF-1127,5,,4,Manual
6438,83666,6418,Calli,Barrankila,Envío Facíl,999,PENDIETE,2025-01-13,2025-02-17,EF-1911,3,No,0,Automatizado
6439,97622,9795,Bogota,Bogta,Envio Fasil,-1,Entregado,2025-01-22,2025-01-10,EF-1148,5,Sí,1,Manual
6440,58656,940,Kartagena,Medellín,Envio Fasil,,Entregado,2025-01-05,2025-01-12,EF-1849,1,No,2,Manual
6441,5633,8695,Medejin,Medellín,En Vio Facil,"7,8",En transito…,2025-01-08,2024-12-23,EF-0483,3,NO,0,
6442,18304,1285,Cartagena,Medellín,Envío Facil,-1,Entransito,2025-01-18,2025-02-08,EF-1074,4,Si,,Manual
6443,98820,1410,Calli,Bogotá,Envio Facil,-1,Rtrasado,2025-01-04,2025-02-12,EF-0686,,,5,manual
6444,47546,8620,Calli,Bogotá,Envio Facil,-1,Entregado,2025-01-03,2025-01-05,EF-0266,4,NO,,Manual
6445,8008,3319,Barrankila,Caly,Envío Facil,,Entransito,2025-01-24,2024-12-26,EF-1920,,Sí,***,Automatizado
6446,49291,467,Medejin,Medellin,Envio Fasil,4.5,Rtrasado,2025-01-10,2025-01-30,EF-1752,1,NO,5,manual
6447,28405,2974,Barrankilla,Bogotaaa,Envío Facil,4.5,Entregado,2025-01-14,2025-02-12,EF-1115,3,NO,3,
6448,37386,4549,Bogota,Medellín,Envío Facil,,Entregadoo,2025-01-18,2024-12-30,EF-0263,5,Sí,0,Manual
6449,91909,5165,Cali,Cartagena,Envío Facíl,pesado,pendiente,2025-01-01,2025-01-18,EF-0398,5,,excelente,
6450,21827,8325,Medellín,Bogta,Envío Facíl,pesado,Entransito,2025-01-18,2025-02-17,EF-1763,1,Si,4,Automatizado
6451,34040,3659,Cartajena,Bogotá,Envio Fasil,pesado,En transito…,2025-01-12,2025-02-04,EF-0747,,NO,5,
6452,61354,1189,Caly,Kartagena,En Vio Facil,pesado,PENDIETE,2025-01-20,2025-01-01,EF-0399,3,No,excelente,Automatizado
6453,79543,1137,Bogotá,Medeyin,Envio Facil,4.5,Rtrasado,2025-01-28,2025-01-18,EF-1331,5,,6,Manual
6454,19157,6854,Cartajena,Medejin,Envío Facíl,999,Entregado,2025-01-07,2025-02-07,EF-0695,4,,6,Manual
6455,98693,7189,Medellín,Caly,Envio Fasil,pesado,En transito…,2025-01-12,2025-01-29,EF-1661,4,Sí,1,manual
6456,36315,8831,Caly,Medellín,Envío Facil,"7,8",Entregadoo,2024-12-22,2025-02-01,EF-0364,5,,6,Manual
6457,36932,7542,Barrankilla,Barrankilla,Envío Facíl,pesado,Entregado,2025-01-10,2024-12-27,EF-1952,,No,2,manual
6458,22164,6223,Cali,Cartagena,Envío Facil,"7,8",Entregadoo,2024-12-26,2025-01-01,EF-0187,3,,5,manual
6459,15414,2558,Medeyin,Bogota,Envío Facil,4.5,PENDIETE,2025-01-23,2025-01-02,EF-1893,5,Si,4,Manual
